name,region,year,POP,GDP,HEX,LAN,MOR
Seychelles,Sub-Saharan Africa,2012,88303,1134267367,4.08323853,460,14.2
Sierra Leone,Sub-Saharan Africa,2012,6043157,3853432409,11.23526449,72180,141.6
Singapore,East Asia & Pacific,2012,5312437,289e9,4.22285179,706,2.8
Sint Maarten (Dutch part),Latin America & Caribbean,2012,34640,NA,NA,34,NA
Slovak Republic,Europe & Central Asia,2012,5407579,93049717830,8.14522055,48088,7.9
Slovenia,Europe & Central Asia,2012,2057159,46240004973,9.36723766,20140,3
Solomon Islands,East Asia & Pacific,2012,549162,1025124684,5.48036406,27990,30.7
Somalia,Sub-Saharan Africa,2012,10033630,NA,NA,627340,150.6
South Africa,Sub-Saharan Africa,2012,52356380.68,397e9,8.79451471,1213090,47.7
South Sudan,Sub-Saharan Africa,2012,10980623,10368813559,2.7738404,NA,102.8
Spain,Europe & Central Asia,2012,46773055,134e10,9.38884953,500210,4.4
Sri Lanka,South Asia,2012,20424e3,68434399083,3.20966147,62710,10.4
St. Kitts and Nevis,Latin America & Caribbean,2012,53650,731919888.9,5.78722052,260,11.7
St. Lucia,Latin America & Caribbean,2012,180890,1311133148,8.34772855,610,15.4
St. Martin (French part),Latin America & Caribbean,2012,30959,NA,NA,54.4,NA
St. Vincent and the Grenadines,Latin America & Caribbean,2012,109334,692933740.7,8.47719837,390,19.8
Sudan,Sub-Saharan Africa,2012,37712420,62688889673,8.20038881,2376e3,76.3
Suriname,Latin America & Caribbean,2012,528535,498e7,6.0871667800000004,156e3,23.4
Swaziland,Sub-Saharan Africa,2012,1231694,4912817418,8.75829595,17200,72.6
Sweden,Europe & Central Asia,2012,9519374,544e9,11.80240408,407340,3
Switzerland,Europe & Central Asia,2012,7996861,665e9,11.58918948,39516,4.3
Syrian Arab Republic,Middle East & North Africa,2012,19978756,NA,3.2546046,183630,16
Tajikistan,Europe & Central Asia,2012,7930929,7633036366,6.39187459,139960,49.3
Tanzania,Sub-Saharan Africa,2012,48645709,39087748240,5.72109354,885800,55.7
Thailand,East Asia & Pacific,2012,67164130,397e9,6.15854473,510890,13.5
Timor-Leste,East Asia & Pacific,2012,1148958,1295e6,1.00788672,14870,58.7
Togo,Sub-Saharan Africa,2012,6745581,3866617463,5.11056848,54390,85.8
Tonga,East Asia & Pacific,2012,104769,457244315.2,4.51094427,720,17.5
Trinidad and Tobago,Latin America & Caribbean,2012,1341579,24580844843,5.78214255,5130,22.2
Tunisia,Middle East & North Africa,2012,10777500,45044176964,7.17870481,155360,15.8
Turkey,Europe & Central Asia,2012,74849187,789e9,5.2363833,769630,16.5
Turkmenistan,Europe & Central Asia,2012,5172941,35164210526,1.96187546,469930,56.5
Turks and Caicos Islands,Latin America & Caribbean,2012,32430,NA,NA,950,NA
Tuvalu,East Asia & Pacific,2012,9860,39875750.67,13.77340665,30,29.8
Uganda,Sub-Saharan Africa,2012,35400620,23236898742,7.58352882,200520,64.1
Ukraine,Europe & Central Asia,2012,45593300,176e9,7.46947303,579320,10.6
United Arab Emirates,Middle East & North Africa,2012,8952542,373e9,3.44599956,83600,7.8
United Kingdom,Europe & Central Asia,2012,63700300,263e10,9.41083326,241930,4.8
United States,North America,2012,314102623,162e11,17.01736133,9147420,7.1
Uruguay,Latin America & Caribbean,2012,3396753,51265399743,8.7407876,175020,11.6
Uzbekistan,Europe & Central Asia,2012,29774500,51183443225,6.49281819,425400,43.2
Vanuatu,East Asia & Pacific,2012,247498,781702874.1,3.70249939,12190,28.6
"Venezuela, RB",Latin America & Caribbean,2012,29854238,381e9,4.80160508,882050,16.1
Vietnam,East Asia & Pacific,2012,88809200,156e9,6.96358104,310070,23.5
Virgin Islands (U.S.),Latin America & Caribbean,2012,105275,NA,NA,350,NA
West Bank and Gaza,Middle East & North Africa,2012,4046901,112794e5,NA,6020,22.8
"Yemen, Rep.",Middle East & North Africa,2012,24882792,32074766835,5.73349373,527970,48.4
Zambia,Sub-Saharan Africa,2012,14786581,25503060411,4.91328998,743390,74.4
Zimbabwe,Sub-Saharan Africa,2012,14565482,12392715500,6.68618346,386850,78.5
Afghanistan,South Asia,2013,30682500,20046334304,8.13486556,652860,96.7
Albania,Europe & Central Asia,2013,2896652,12781029644,5.65513948,27400,14.9
Algeria,Middle East & North Africa,2013,38186135,21e10,7.12438268,2381740,25.8
American Samoa,East Asia & Pacific,2013,55302,NA,NA,200,NA
Andorra,Europe & Central Asia,2013,75902,3249100667,11.4780464,470,3
Angola,Sub-Saharan Africa,2013,23448202,125e9,4.26303169,1246700,167.1
Antigua and Barbuda,Latin America & Caribbean,2013,89985,1200587519,5.33222783,440,8.7
Argentina,Latin America & Caribbean,2013,42538304,624e9,4.98687258,2736690,13.3
Armenia,Europe & Central Asia,2013,2992192,11121465767,4.55022679,28470,15.5
Aruba,Latin America & Caribbean,2013,102921,NA,NA,180,NA
Australia,East Asia & Pacific,2013,23117353,156e10,9.36373848,7682300,4.1
Austria,Europe & Central Asia,2013,8479375,429e9,11.1377909,82531,3.9
Azerbaijan,Europe & Central Asia,2013,9416801,73560484385,5.53755045,82659,34.2
"Bahamas, The",Latin America & Caribbean,2013,377841,843175e4,7.04554853,10010,12.8
Bahrain,Middle East & North Africa,2013,1349427,32897606383,4.68637938,770,6.9
Bangladesh,South Asia,2013,157157394,15e10,2.88285726,130170,41.6
Barbados,Latin America & Caribbean,2013,282503,4281e6,7.5687307,430,13.7
Belarus,Europe & Central Asia,2013,9466e3,73097619637,6.07206556,202910,5
Belgium,Europe & Central Asia,2013,11182817,521e9,10.57290301,30280,4.3
Belize,Latin America & Caribbean,2013,344193,1625828100,5.79061965,22810,17.5
Benin,Sub-Saharan Africa,2013,10322232,9110800745,4.59205377,112760,104.8
Bermuda,North America,2013,65001,557371e4,NA,50,NA
Bhutan,South Asia,2013,754637,1798333726,3.82579516,38117,36
Bolivia,Latin America & Caribbean,2013,10399931,30659338929,5.9649866,1083300,41.3
Bosnia and Herzegovina,Europe & Central Asia,2013,3823533,18154290272,9.46431161,51200,6.1
Botswana,Sub-Saharan Africa,2013,2176510,14814801573,5.83806784,566730,46.6
Brazil,Latin America & Caribbean,2013,204259377,247e10,8.48312451,8358140,16
British Virgin Islands,Latin America & Caribbean,2013,29058,NA,NA,150,NA
Brunei Darussalam,East Asia & Pacific,2013,411499,16110693734,2.61249972,5270,9.9
Bulgaria,Europe & Central Asia,2013,7265115,55626359256,7.93021922,108560,11.5
Burkina Faso,Sub-Saharan Africa,2013,17084554,12114166021,5.91240213,273600,96.6
Burundi,Sub-Saharan Africa,2013,10465959,2714505635,8.03161378,25680,87.8
Cabo Verde,Sub-Saharan Africa,2013,507258,1837908563,4.29340629,4030,25.9
Cambodia,East Asia & Pacific,2013,15078564,15449630419,5.93281822,176520,32.9
Cameroon,Sub-Saharan Africa,2013,22211166,29567504655,4.29309731,472710,93.9
Canada,North America,2013,35155499,184e10,10.66516682,9093510,5.2
Cayman Islands,Latin America & Caribbean,2013,58369,NA,NA,240,NA
Central African Republic,Sub-Saharan Africa,2013,4710678,1494073354,3.82208893,622980,138.5
Chad,Sub-Saharan Africa,2013,13145788,12949854263,3.41745392,1259200,147.1
Channel Islands,Europe & Central Asia,2013,162138,NA,NA,190,NA
Chile,Latin America & Caribbean,2013,17575833,277e9,7.5312947,743532,8.4
China,East Asia & Pacific,2013,135738e4,949e10,5.38570406,9388211,12.3
Colombia,Latin America & Caribbean,2013,47342363,38e10,6.8432,1109500,16.9
Comoros,Sub-Saharan Africa,2013,751697,598925513.2,6.50938357,1861,78.3
"Congo, Dem. Rep.",Sub-Saharan Africa,2013,72552861,30014813756,3.88677527,2267050,104.8
"Congo, Rep.",Sub-Saharan Africa,2013,4394334,14085852120,5.09464112,341500,49.6
Costa Rica,Latin America & Caribbean,2013,4706433,49236713603,9.4665247,51060,10
Cote d'Ivoire,Sub-Saharan Africa,2013,21622490,31292560974,5.80954361,318e3,99
Croatia,Europe & Central Asia,2013,4255689,57770884729,7.82827445,55960,4.7
Cuba,Latin America & Caribbean,2013,11362505,771497e5,9.48202921,106449,5.7
Cyprus,Europe & Central Asia,2013,1141652,24055947955,7.45866684,9240,3
Czech Republic,Europe & Central Asia,2013,10514272,208e9,7.48649513,77230,3.7
Denmark,Europe & Central Asia,2013,5614932,339e9,11.24700751,42430,3.7
Djibouti,Middle East & North Africa,2013,864554,1455416074,9.13982602,23180,69.5
Dominica,Latin America & Caribbean,2013,72005,506666666.7,5.58003918,750,21
Dominican Republic,Latin America & Caribbean,2013,10281408,61198323069,4.11902833,48320,32.2
Ecuador,Latin America & Caribbean,2013,15661312,9477617e4,7.28688971,248360,23
"Egypt, Arab Rep.",Middle East & North Africa,2013,87613909,286e9,5.46252124,995450,25.8
El Salvador,Latin America & Caribbean,2013,6089644,243509e5,6.94580058,20720,18
Equatorial Guinea,Sub-Saharan Africa,2013,797082,17135584685,3.73335792,28050,100.3
Eritrea,Sub-Saharan Africa,2013,NA,NA,3.0122195,101e3,49.7
Estonia,Europe & Central Asia,2013,1317997,25246787742,6.48178731,42390,3.5
Ethiopia,Sub-Saharan Africa,2013,94558374,47648211133,5.19220468,1e6,64.6
Faroe Islands,Europe & Central Asia,2013,48292,2613458942,NA,1396,NA
Fiji,East Asia & Pacific,2013,880487,4196263712,4.26284098,18270,23.2
Finland,Europe & Central Asia,2013,5438972,27e10,9.54669008,303890,2.6
France,Europe & Central Asia,2013,65972097,281e10,11.56028303,547557,4.4
French Polynesia,East Asia & Pacific,2013,276766,NA,NA,3660,NA
Gabon,Sub-Saharan Africa,2013,1650351,17590716232,3.98331084,257670,54.8
"Gambia, The",Sub-Saharan Africa,2013,1866878,903779657.1,6.49113393,10120,73.6
Georgia,Europe & Central Asia,2013,3776e3,16140047072,7.2473647,69490,13.4
Germany,Europe & Central Asia,2013,82132753,375e10,11.16480314,348540,3.9
Ghana,Sub-Saharan Africa,2013,26164432,47805069495,4.62620018,227540,66.5
Gibraltar,Europe & Central Asia,2013,31720,NA,NA,10,NA
Greece,Europe & Central Asia,2013,10965211,24e10,9.25694494,128900,4.7
Greenland,Europe & Central Asia,2013,56483,2419043094,NA,410450,NA
Grenada,Latin America & Caribbean,2013,105902,842571333.3,6.1524108,340,12.5
Guam,East Asia & Pacific,2013,165121,NA,NA,540,NA
Guatemala,Latin America & Caribbean,2013,15690793,53851143341,6.29628068,107160,31.1
Guinea,Sub-Saharan Africa,2013,11948726,6231725485,5.49316028,245720,100.4
Guinea-Bissau,Sub-Saharan Africa,2013,1757138,1026663833,6.13947839,28120,100.5
Guyana,Latin America & Caribbean,2013,761033,2990006534,5.09615344,196850,40.8
Haiti,Latin America & Caribbean,2013,10431249,8452718010,8.10279783,27560,73.1
Honduras,Latin America & Caribbean,2013,7849059,18496438641,9.15018328,111890,21.8
"Hong Kong SAR, China",East Asia & Pacific,2013,7187500,276e9,NA,1050,NA
Hungary,Europe & Central Asia,2013,9893082,134e9,7.52727617,90530,6.2
Iceland,Europe & Central Asia,2013,323764,15376604281,8.75450051,100250,2.1
India,South Asia,2013,1279498874,186e10,4.52911807,2973190,52.1
Indonesia,East Asia & Pacific,2013,251268276,913e9,2.92591721,1811570,29.3
"Iran, Islamic Rep.",Middle East & North Africa,2013,77152445,512e9,6.49275923,1628550,16.8
Iraq,Middle East & North Africa,2013,34107366,232e9,5.9199233,434320,33.9
Ireland,Europe & Central Asia,2013,4598294,238e9,8.00927632,68890,3.8
Isle of Man,Europe & Central Asia,2013,86462,6754330155,NA,570,NA
Israel,Middle East & North Africa,2013,8059500,292e9,7.89399062,21640,4.2
Italy,Europe & Central Asia,2013,60233948,213e10,9.21721878,294140,3.7
Jamaica,Latin America & Caribbean,2013,2714669,14262303586,5.90574802,10830,16.7
Japan,East Asia & Pacific,2013,127338621,491e10,10.24737667,364560,2.9
Jordan,Middle East & North Africa,2013,7214832,33593843662,7.23316979,88780,19
Kazakhstan,Europe & Central Asia,2013,17035275,244e9,4.29914863,2699700,16.4
Kenya,Sub-Saharan Africa,2013,43692881,55100780396,5.56790477,569140,53.4
Kiribati,East Asia & Pacific,2013,108544,168951535,10.15483768,810,58.9
"Korea, Dem. People<92>s Rep.",East Asia & Pacific,2013,24895705,NA,NA,120410,27.4
"Korea, Rep.",East Asia & Pacific,2013,50219669,131e10,7.19693064,97466,3.7
Kosovo,Europe & Central Asia,2013,1818117,7073021774,NA,10887,NA
Kuwait,Middle East & North Africa,2013,3593689,174e9,2.5600271,17820,9.4
Kyrgyz Republic,Europe & Central Asia,2013,5719600,7335027592,6.6786385,191800,24
Lao PDR,East Asia & Pacific,2013,6579985,11192471435,1.99960355,230800,71.3
Latvia,Europe & Central Asia,2013,2012647,30221574615,5.66928247,62190,8.4
Lebanon,Middle East & North Africa,2013,5286990,44352418120,6.63325169,10230,8.9
Lesotho,Sub-Saharan Africa,2013,2083061,2218102350,11.07282138,30360,93.6
Liberia,Sub-Saharan Africa,2013,4293692,19465e5,9.25436605,96320,76.3
Libya,Middle East & North Africa,2013,6265987,65504442872,4.33485587,1759540,14.5
Liechtenstein,Europe & Central Asia,2013,37040,NA,NA,160,NA
Lithuania,Europe & Central Asia,2013,2957689,46418255975,6.59045056,62675,5.3
Luxembourg,Europe & Central Asia,2013,543360,61794506556,7.09750397,2590,2
"Macao SAR, China",East Asia & Pacific,2013,568056,51548871616,NA,30.3,NA
"Macedonia, FYR",Europe & Central Asia,2013,2072543,10817712139,6.0737788,25220,6.6
Madagascar,Sub-Saharan Africa,2013,22924557,10613473833,4.14767794,581800,53.4
Malawi,Sub-Saharan Africa,2013,16190126,5518880769,10.96199023,94280,71.3
Malaysia,East Asia & Pacific,2013,29465372,323e9,4.01811554,328550,7.5
Maldives,South Asia,2013,393e3,2795200010,11.16425478,300,9.9
Mali,Sub-Saharan Africa,2013,16592097,13245777670,6.5777895,1220190,122.7
Malta,Middle East & North Africa,2013,423374,9642848650,9.89183881,320,6.6
Marshall Islands,East Asia & Pacific,2013,52786,190180248.3,17.23845225,180,37.8
Mauritania,Sub-Saharan Africa,2013,3872684,5645739652,3.63447484,1030700,90.2
Mauritius,Sub-Saharan Africa,2013,1258653,11931866299,4.82151957,2030,14.3
Mexico,Latin America & Caribbean,2013,123740109,126e10,6.29528345,1943950,14.5
"Micronesia, Fed. Sts.",East Asia & Pacific,2013,103718,315725617,13.38425416,700,37
Moldova,Europe & Central Asia,2013,3558566,7985349731,10.05471776,32880,16.4
Monaco,Europe & Central Asia,2013,37528,NA,4.0300074,2,3.7
Mongolia,East Asia & Pacific,2013,2859174,12582122604,4.21146824,1553560,24.7
Montenegro,Europe & Central Asia,2013,621207,4464497584,6.42538419,13450,5.3
Morocco,Middle East & North Africa,2013,33452686,107e9,5.93534584,446300,29.7
Mozambique,Sub-Saharan Africa,2013,26467180,16018848991,5.89790701,786380,85.6
Myanmar,East Asia & Pacific,2013,52983829,58652652371,2.15820037,653080,53.5
Namibia,Sub-Saharan Africa,2013,2346592,12720433346,8.52898331,823290,47.7
Nauru,East Asia & Pacific,2013,10125,NA,4.65114671,20,37.2
Nepal,South Asia,2013,27834981,19271168018,5.6862681,143350,39
Netherlands,Europe & Central Asia,2013,16804432,864e9,11.0448661,33670,4
New Caledonia,East Asia & Pacific,2013,263e3,NA,NA,18280,NA
New Zealand,East Asia & Pacific,2013,4442100,191e9,11.17351069,263310,5.9
Nicaragua,Latin America & Caribbean,2013,5945646,10874735111,8.42894257,120340,23.5
Niger,Sub-Saharan Africa,2013,18358863,7667951988,5.0897826,1266700,104.1
Nigeria,Sub-Saharan Africa,2013,172816517,515e9,3.70392576,910770,116.6
Northern Mariana Islands,East Asia & Pacific,2013,53869,NA,NA,460,NA
Norway,Europe & Central Asia,2013,5079623,523e9,9.39187284,365245,2.8
Oman,Middle East & North Africa,2013,3906912,78182574772,2.76083902,309500,11.7
Pakistan,South Asia,2013,181192646,231e9,2.70392397,770880,85.6
Palau,East Asia & Pacific,2013,20919,2287e5,9.26707342,460,17.5
Panama,Latin America & Caribbean,2013,3805683,44856189500,8.08587822,74340,18.1
Papua New Guinea,East Asia & Pacific,2013,7308864,15413163675,4.7785428,452860,60.9
Paraguay,Latin America & Caribbean,2013,6465669,28965906502,10.49411979,397300,21.9
Peru,Latin America & Caribbean,2013,30565461,202e9,5.23182008,128e4,18.3
Philippines,East Asia & Pacific,2013,97571676,272e9,4.55778632,298170,29.6
Poland,Europe & Central Asia,2013,38040196,524e9,6.4042609,306210,5.2
Portugal,Europe & Central Asia,2013,10457295,226e9,9.55334024,91600,3.8
Puerto Rico,Latin America & Caribbean,2013,3593079,103e9,NA,8870,NA
Qatar,Middle East & North Africa,2013,2101288,202e9,2.14592773,11610,8.4
Romania,Europe & Central Asia,2013,19983693,192e9,5.59558777,230030,12
Russian Federation,Europe & Central Asia,2013,143506911,223e10,7.09185941,16376870,10.4
Rwanda,Sub-Saharan Africa,2013,11078095,7522006198,7.6883653,24670,47.8
Samoa,East Asia & Pacific,2013,190390,795753602.5,6.90784194,2830,18.2
San Marino,Europe & Central Asia,2013,31391,NA,6.04907828,60,3.1
Sao Tome and Principe,Sub-Saharan Africa,2013,182386,305632896.2,9.76121412,960,50.8
Saudi Arabia,Middle East & North Africa,2013,30201051,744e9,4.24536506,2149690,15.5
Senegal,Sub-Saharan Africa,2013,14221041,14951667194,4.51055336,192530,52.5
Serbia,Europe & Central Asia,2013,7164132,45519650911,10.11558912,87460,6.9
Seychelles,Sub-Saharan Africa,2013,89900,1411061261,3.57848961,455,14
Sierra Leone,Sub-Saharan Africa,2013,6178859,4958754472,11.58532421,72180,133.4
Singapore,East Asia & Pacific,2013,5399162,3e11,4.52704132,707,2.8
Sint Maarten (Dutch part),Latin America & Caribbean,2013,36607,NA,NA,34,NA
Slovak Republic,Europe & Central Asia,2013,5413393,98028544875,8.00422824,48088,7.7
Slovenia,Europe & Central Asia,2013,2059953,47675792660,9.29292245,20140,2.8
Solomon Islands,East Asia & Pacific,2013,560685,1059695156,5.42167209,27990,29.9
Somalia,Sub-Saharan Africa,2013,10268157,5352e6,NA,627340,146.1
South Africa,Sub-Saharan Africa,2013,53192216.14,366e9,8.77541891,1213090,43.4
South Sudan,Sub-Saharan Africa,2013,11453810,13257635695,2.61923747,NA,99.2
Spain,Europe & Central Asia,2013,46620045,137e10,9.09572402,500210,4.3
Sri Lanka,South Asia,2013,20579e3,74294206491,3.67699093,62710,10.2
St. Kitts and Nevis,Latin America & Caribbean,2013,54301,787290370.4,6.13575203,260,11.3
St. Lucia,Latin America & Caribbean,2013,182305,1334385778,7.85441263,610,15.1
St. Martin (French part),Latin America & Caribbean,2013,31264,NA,NA,54.4,NA
St. Vincent and the Grenadines,Latin America & Caribbean,2013,109327,720636185.2,5.2086,390,19.3
Sudan,Sub-Saharan Africa,2013,38515095,66480141187,8.42182058,2376e3,74.2
Suriname,Latin America & Caribbean,2013,533450,5130909091,5.96477182,156e3,22.6
Swaziland,Sub-Saharan Africa,2013,1250641,4562432041,9.65813772,17200,67.6
Sweden,Europe & Central Asia,2013,9600379,579e9,11.96648921,407340,3
Switzerland,Europe & Central Asia,2013,8089346,685e9,11.70740988,39516,4.2
Syrian Arab Republic,Middle East & North Africa,2013,19322593,NA,3.25453108,183630,15.3
Tajikistan,Europe & Central Asia,2013,8111894,8506674783,6.75199215,139960,47.8
Tanzania,Sub-Saharan Africa,2013,50213457,44333456245,5.56967822,885800,53.3
Thailand,East Asia & Pacific,2013,67451422,42e10,6.17521536,510890,13.1
Timor-Leste,East Asia & Pacific,2013,1180069,1319e6,1.28677234,14870,56.5
Togo,Sub-Saharan Africa,2013,6928719,4081112865,5.11926485,54390,83.3
Tonga,East Asia & Pacific,2013,105139,432889959.4,4.98418762,720,17.3
Trinidad and Tobago,Latin America & Caribbean,2013,1348240,27257411604,5.98343264,5130,21.5
Tunisia,Middle East & North Africa,2013,10886500,46255554872,7.26466474,155360,15.2
Turkey,Europe & Central Asia,2013,76223639,823e9,5.384456,769630,15.4
Turkmenistan,Europe & Central Asia,2013,5240088,39197543860,2.12069027,469930,54.7
Turks and Caicos Islands,Latin America & Caribbean,2013,33103,NA,NA,950,NA
Tuvalu,East Asia & Pacific,2013,9876,38320765.12,16.61044357,30,28.9
Uganda,Sub-Saharan Africa,2013,36573387,24662957836,7.47352248,200520,60.3
Ukraine,Europe & Central Asia,2013,45489600,181e9,7.66658213,579320,10
United Arab Emirates,Middle East & North Africa,2013,9039978,387e9,3.48564353,83600,7.4
United Kingdom,Europe & Central Asia,2013,64128226,271e10,9.33908653,241930,4.6
United States,North America,2013,316427395,167e11,16.89772211,9147420,6.9
Uruguay,Latin America & Caribbean,2013,3407969,57531233351,8.67769884,175020,11.1
Uzbekistan,Europe & Central Asia,2013,30243200,56795656325,6.31652519,425400,41.8
Vanuatu,East Asia & Pacific,2013,253165,801787555.9,3.92031081,12190,28.4
"Venezuela, RB",Latin America & Caribbean,2013,30276045,371e9,4.93680816,882050,15.7
Vietnam,East Asia & Pacific,2013,89759500,171e9,7.16550866,310070,22.9
Virgin Islands (U.S.),Latin America & Caribbean,2013,104737,NA,NA,350,NA
West Bank and Gaza,Middle East & North Africa,2013,4169506,12476e6,NA,6020,22.3
"Yemen, Rep.",Middle East & North Africa,2013,25533217,35954502304,5.77556499,527970,46
Zambia,Sub-Saharan Africa,2013,15246086,28045517946,4.99279017,743390,70.2
Zimbabwe,Sub-Saharan Africa,2013,14898092,13490227100,6.88119338,386850,74.5
Afghanistan,South Asia,2014,31627506,20050189882,8.18227382,652860,93.9
Albania,Europe & Central Asia,2014,2893654,13277963807,5.88310543,27400,14.4
Algeria,Middle East & North Africa,2014,38934334,214e9,7.20717804,2381740,25.6
American Samoa,East Asia & Pacific,2014,55434,NA,NA,200,NA
Andorra,Europe & Central Asia,2014,72786,NA,8.12713561,470,2.9
Angola,Sub-Saharan Africa,2014,24227524,127e9,3.30698293,1246700,162.2
Antigua and Barbuda,Latin America & Caribbean,2014,90900,1220976e3,5.54168311,440,8.4
Argentina,Latin America & Caribbean,2014,42980026,548e9,4.78591616,2736690,12.9
Armenia,Europe & Central Asia,2014,3006154,11644438423,4.48014942,28470,14.7
Aruba,Latin America & Caribbean,2014,103441,NA,NA,180,NA
Australia,East Asia & Pacific,2014,23464086,145e10,9.42230024,7682300,3.9
Austria,Europe & Central Asia,2014,8541575,437e9,11.20547328,82531,3.7
Azerbaijan,Europe & Central Asia,2014,9535079,75198010965,6.0368632,82659,32.9
"Bahamas, The",Latin America & Caribbean,2014,383054,85105e5,7.74236489,10010,12.4
Bahrain,Middle East & North Africa,2014,1361930,33851063830,4.98079638,770,6.5
Bangladesh,South Asia,2014,159077513,173e9,2.81899856,130170,39.5
Barbados,Latin America & Caribbean,2014,283380,43545e5,7.469303,430,13.3
Belarus,Europe & Central Asia,2014,9483e3,76103961203,5.68772158,202910,4.7
Belgium,Europe & Central Asia,2014,11231213,531e9,10.5947509,30280,4.2
Belize,Latin America & Caribbean,2014,351706,1717861750,5.78895004,22810,17
Benin,Sub-Saharan Africa,2014,10598482,9575356735,4.59429651,112760,102.1
Bermuda,North America,2014,65139,NA,NA,50,NA
Bhutan,South Asia,2014,765008,1958819915,3.57301481,38117,34.4
Bolivia,Latin America & Caribbean,2014,10561887,32996187988,6.33482729,1083300,39.8
Bosnia and Herzegovina,Europe & Central Asia,2014,3817554,18521476055,9.57201597,51200,5.7
Botswana,Sub-Saharan Africa,2014,2219937,15880195735,5.41200262,566730,44.8
Brazil,Latin America & Caribbean,2014,206077898,242e10,8.32283359,8358140,16.2
British Virgin Islands,Latin America & Caribbean,2014,29585,NA,NA,150,NA
Brunei Darussalam,East Asia & Pacific,2014,417394,17104656669,2.64816289,5270,10.1
Bulgaria,Europe & Central Asia,2014,7223938,56717054674,8.44291326,108560,10.9
Burkina Faso,Sub-Saharan Africa,2014,17589198,12549126616,4.96026323,273600,92.4
Burundi,Sub-Saharan Africa,2014,10816860,3093647227,7.53556539,25680,84.6
Cabo Verde,Sub-Saharan Africa,2014,513906,1871187071,4.75969597,4030,25.2
Cambodia,East Asia & Pacific,2014,15328136,16777820333,5.67563855,176520,30.6
Cameroon,Sub-Saharan Africa,2014,22773014,32050817633,4.10367158,472710,90.6
Canada,North America,2014,35543658,178e10,10.449582,9093510,5
Cayman Islands,Latin America & Caribbean,2014,59172,NA,NA,240,NA
Central African Republic,Sub-Saharan Africa,2014,4804316,1691091492,4.20022213,622980,134
Chad,Sub-Saharan Africa,2014,13587053,13922223234,3.6211644,1259200,142.9
Channel Islands,Europe & Central Asia,2014,162917,NA,NA,190,NA
Chile,Latin America & Caribbean,2014,17762647,259e9,7.78585767,743532,8.3
China,East Asia & Pacific,2014,136427e4,104e11,5.54822768,9388211,11.4
Colombia,Latin America & Caribbean,2014,47791393,378e9,7.20129855,1109500,16.4
Comoros,Sub-Saharan Africa,2014,769991,623751044.5,6.74764314,1861,75.9
"Congo, Dem. Rep.",Sub-Saharan Africa,2014,74877030,32782281736,4.32823361,2267050,101.7
"Congo, Rep.",Sub-Saharan Africa,2014,4504962,14177437627,5.15141136,341500,47.1
Costa Rica,Latin America & Caribbean,2014,4757606,49552639049,9.31311229,51060,9.9
Cote d'Ivoire,Sub-Saharan Africa,2014,22157107,34253607832,5.71627357,318e3,95.5
Croatia,Europe & Central Asia,2014,4238389,57136241867,7.80324176,55960,4.5
Cuba,Latin America & Caribbean,2014,11379111,NA,11.05880043,106449,5.6
Cyprus,Europe & Central Asia,2014,1153658,23227106276,7.36761162,9240,2.9
Czech Republic,Europe & Central Asia,2014,10525347,205e9,7.41091154,77230,3.5
Denmark,Europe & Central Asia,2014,5643475,346e9,10.80495696,42430,3.6
Djibouti,Middle East & North Africa,2014,876174,1589025860,10.56825612,23180,67.4
Dominica,Latin America & Caribbean,2014,72341,524605e3,5.48583257,750,21.2
Dominican Republic,Latin America & Caribbean,2014,10405943,63968906782,4.37577756,48320,31.5
Ecuador,Latin America & Caribbean,2014,15902916,101e9,9.16108824,248360,22.3
"Egypt, Arab Rep.",Middle East & North Africa,2014,89579670,301e9,5.64211505,995450,24.8
El Salvador,Latin America & Caribbean,2014,6107706,250542e5,6.77240285,20720,17.4
Equatorial Guinea,Sub-Saharan Africa,2014,820885,15529729677,3.80407904,28050,97.4
Eritrea,Sub-Saharan Africa,2014,NA,NA,3.33829318,101e3,48.1
Estonia,Europe & Central Asia,2014,1314545,26485161116,6.37929421,42390,3.2
Ethiopia,Sub-Saharan Africa,2014,96958732,55612228234,4.88431325,1e6,61.8
Faroe Islands,Europe & Central Asia,2014,48221,NA,NA,1396,NA
Fiji,East Asia & Pacific,2014,886450,4531870927,4.48749874,18270,22.9
Finland,Europe & Central Asia,2014,5461512,272e9,9.67990894,303890,2.4
France,Europe & Central Asia,2014,66495940,283e10,11.53951975,547557,4.4
French Polynesia,East Asia & Pacific,2014,279781,NA,NA,3660,NA
Gabon,Sub-Saharan Africa,2014,1687673,18179717776,3.43747162,257670,52.3
"Gambia, The",Sub-Saharan Africa,2014,1928201,850903179.3,7.34040076,10120,71.1
Georgia,Europe & Central Asia,2014,3727e3,16509305828,7.4166592,69490,12.6
Germany,Europe & Central Asia,2014,80982500,387e10,11.29700067,348540,3.8
Ghana,Sub-Saharan Africa,2014,26786598,38616536132,3.55729189,227540,64
Gibraltar,Europe & Central Asia,2014,31997,NA,NA,10,NA
Greece,Europe & Central Asia,2014,10892413,236e9,8.08426702,128900,4.6
Greenland,Europe & Central Asia,2014,56295,2441226080,NA,410450,NA
Grenada,Latin America & Caribbean,2014,106349,911803777.8,6.09761403,340,12.2
Guam,East Asia & Pacific,2014,167543,NA,NA,540,NA
Guatemala,Latin America & Caribbean,2014,16015494,58722323918,6.20230127,107160,30.1
