name,region,year,POP,GDP,HEX,LAN,MOR
Kazakhstan,Europe & Central Asia,2009,16092701,115e9,4.13485255,2699700,23.7
Kenya,Sub-Saharan Africa,2009,39269988,37021512049,4.16756719,569140,65.8
Kiribati,East Asia & Pacific,2009,100566,127125253.5,12.24187853,810,63.9
"Korea, Dem. People<92>s Rep.",East Asia & Pacific,2009,24371806,NA,NA,120410,32.1
"Korea, Rep.",East Asia & Pacific,2009,49182038,902e9,6.65612235,97100,4.3
Kosovo,Europe & Central Asia,2009,1761474,5653792720,NA,10887,NA
Kuwait,Middle East & North Africa,2009,2881243,106e9,3.87051709,17820,11.1
Kyrgyz Republic,Europe & Central Asia,2009,5383300,4690062255,6.79492613,191800,32.3
Lao PDR,East Asia & Pacific,2009,6153153,5832915387,3.77060611,230800,82.8
Latvia,Europe & Central Asia,2009,2141669,26144610787,6.83979658,62180,9.9
Lebanon,Middle East & North Africa,2009,4181742,35139635158,7.42448512,10230,10.7
Lesotho,Sub-Saharan Africa,2009,1990413,1711412960,9.79523187,30360,106.5
Liberia,Sub-Saharan Africa,2009,3821498,1155147400,14.39018881,96320,94.7
Libya,Middle East & North Africa,2009,6208680,63028320702,3.1625065,1759540,17.6
Liechtenstein,Europe & Central Asia,2009,36004,4504376590,NA,160,NA
Lithuania,Europe & Central Asia,2009,3162916,37440673478,7.53257874,62675,7.4
Luxembourg,Europe & Central Asia,2009,497783,50386496249,8.1146262,2590,2.6
"Macao SAR, China",East Asia & Pacific,2009,521405,21475520709,NA,29.5,NA
"Macedonia, FYR",Europe & Central Asia,2009,2058920,9401731496,6.73638221,25220,11
Madagascar,Sub-Saharan Africa,2009,20495706,8550363975,4.70033897,581540,63.3
Malawi,Sub-Saharan Africa,2009,14329056,6191127665,10.17733374,94280,95.4
Malaysia,East Asia & Pacific,2009,27661017,202e9,3.97454959,328550,8
Maldives,South Asia,2009,36e4,2166330188,9.21822502,300,14.4
Mali,Sub-Saharan Africa,2009,14694565,10181021770,6.84936871,1220190,142
Malta,Middle East & North Africa,2009,412477,8099400961,8.33140474,320,6.8
Marshall Islands,East Asia & Pacific,2009,52321,152130186,18.97912934,180,39.3
Mauritania,Sub-Saharan Africa,2009,3501927,3662281668,3.78735326,1030700,100.4
Mauritius,Sub-Saharan Africa,2009,1247429,8834661043,4.96772048,2030,15.5
Mexico,Latin America & Caribbean,2009,116815612,895e9,6.59579987,1943950,17.4
"Micronesia, Fed. Sts.",East Asia & Pacific,2009,103961,277510900,13.44070448,700,42
Moldova,Europe & Central Asia,2009,3565604,5439422031,12.48972121,32890,17.4
Monaco,Europe & Central Asia,2009,36351,5557245122,4.29791231,2,4.1
Mongolia,East Asia & Pacific,2009,2669572,4583850368,5.2898624,1553560,32.3
Montenegro,Europe & Central Asia,2009,618294,4141382328,6.07482371,13450,7.4
Morocco,Middle East & North Africa,2009,31714958,92897320376,5.66551271,446300,34.5
Mozambique,Sub-Saharan Africa,2009,23647815,10911698208,5.43496409,786380,107.6
Myanmar,East Asia & Pacific,2009,51369725,NA,2.04583935,653300,61.4
Namibia,Sub-Saharan Africa,2009,2152357,8876191121,8.05232515,823290,56.7
Nauru,East Asia & Pacific,2009,10028,NA,9.45726812,20,39.7
Nepal,South Asia,2009,26592666,12854985464,6.40782169,143350,48
Netherlands,Europe & Central Asia,2009,16530388,858e9,10.29027545,33730,4.6
New Caledonia,East Asia & Pacific,2009,245e3,NA,NA,18280,NA
New Zealand,East Asia & Pacific,2009,4302600,121e9,11.20574784,263310,6.3
Nicaragua,Latin America & Caribbean,2009,5666595,8380731880,6.81780512,120340,27.1
Niger,Sub-Saharan Africa,2009,15672194,5397121856,6.97831587,1266700,132.1
Nigeria,Sub-Saharan Africa,2009,155207145,169e9,4.23500082,910770,135.5
Northern Mariana Islands,East Asia & Pacific,2009,55276,NA,NA,460,NA
Norway,Europe & Central Asia,2009,4828726,386e9,9.48566447,365245,3.4
Oman,Middle East & North Africa,2009,2762073,48388296489,2.83003846,309500,11.7
Pakistan,South Asia,2009,166520983,168e9,2.93914413,770880,93.7
Palau,East Asia & Pacific,2009,20344,1864e5,9.52643642,460,20.1
Panama,Latin America & Caribbean,2009,3559401,265935e5,7.56026325,74340,20.5
Papua New Guinea,East Asia & Pacific,2009,6693799,8105331930,4.35763089,452860,67.9
Paraguay,Latin America & Caribbean,2009,6127847,15929902138,9.13992194,397300,24.9
Peru,Latin America & Caribbean,2009,29001563,121e9,5.36154745,128e4,22.1
Philippines,East Asia & Pacific,2009,91641881,168e9,4.41043729,298170,32.6
Poland,Europe & Central Asia,2009,38151603,436e9,7.12088233,306280,6.2
Portugal,Europe & Central Asia,2009,10568247,244e9,10.41844886,91590,4
Puerto Rico,Latin America & Caribbean,2009,3740410,96385638e3,NA,8870,NA
Qatar,Middle East & North Africa,2009,1591151,97798351648,2.63380793,11610,9.2
Romania,Europe & Central Asia,2009,20367487,167e9,5.55959499,230060,14.9
Russian Federation,Europe & Central Asia,2009,142785342,122e10,7.44325087,16376870,12.7
Rwanda,Sub-Saharan Africa,2009,10024594,5308990459,7.20190506,24670,70.6
Samoa,East Asia & Pacific,2009,184700,586153251.8,5.04306066,2830,24.1
San Marino,Europe & Central Asia,2009,30431,NA,4.57007456,60,3.6
Sao Tome and Principe,Sub-Saharan Africa,2009,167196,192558289.7,6.6527575,960,58.5
Saudi Arabia,Middle East & North Africa,2009,27409491,429e9,4.08644859,2149690,17.6
Senegal,Sub-Saharan Africa,2009,12581624,12812994419,4.8075596,192530,70.1
Serbia,Europe & Central Asia,2009,7320807,42616653300,9.90349052,87460,7.8
Seychelles,Sub-Saharan Africa,2009,87298,847397850.1,2.63590921,460,14.2
Sierra Leone,Sub-Saharan Africa,2009,5647194,2489985963,13.13439594,72180,169.9
Singapore,East Asia & Pacific,2009,4987573,192e9,4.27307275,700,2.8
Sint Maarten (Dutch part),Latin America & Caribbean,2009,39133,NA,NA,34,NA
Slovak Republic,Europe & Central Asia,2009,5386406,88661433732,9.15199445,48090,8.6
Slovenia,Europe & Central Asia,2009,2039669,50244790220,9.37871271,20140,3.5
Solomon Islands,East Asia & Pacific,2009,514767,597762270.8,7.92179206,27990,32.6
Somalia,Sub-Saharan Africa,2009,9356827,NA,NA,627340,164.4
South Africa,Sub-Saharan Africa,2009,50020917.52,296e9,8.38628739,1213090,63.5
South Sudan,Sub-Saharan Africa,2009,9623176,12231362023,NA,NA,115.2
Spain,Europe & Central Asia,2009,46362946,15e11,9.52140118,498660,4.8
Sri Lanka,South Asia,2009,19967e3,42066217872,3.36899956,62710,11.3
St. Kitts and Nevis,Latin America & Caribbean,2009,51717,708891296.3,5.00208583,260,13
St. Lucia,Latin America & Caribbean,2009,175196,1186800333,8.11908183,610,16.3
St. Martin (French part),Latin America & Caribbean,2009,29820,NA,NA,54.4,NA
St. Vincent and the Grenadines,Latin America & Caribbean,2009,109255,674922481.5,5.13037013,390,21.1
Sudan,Sub-Saharan Africa,2009,35297298,53150209168,8.0387379,2376e3,82.4
Suriname,Latin America & Caribbean,2009,512522,3875409836,6.13576782,156e3,25.6
Swaziland,Sub-Saharan Africa,2009,1173529,3144671159,8.46365405,17200,104.2
Sweden,Europe & Central Asia,2009,9298515,43e10,9.93895273,410340,3.1
Switzerland,Europe & Central Asia,2009,7743831,54e10,11.00053859,39516,4.6
Syrian Arab Republic,Middle East & North Africa,2009,20566871,NA,3.54647033,183640,15.9
Tajikistan,Europe & Central Asia,2009,7414960,4979471964,5.92820612,139960,54.3
Tanzania,Sub-Saharan Africa,2009,44222113,28573777052,3.97365888,885800,68.6
Thailand,East Asia & Pacific,2009,66548197,282e9,5.79526267,510890,15
Timor-Leste,East Asia & Pacific,2009,1048367,818e6,1.01851052,14870,66.7
Togo,Sub-Saharan Africa,2009,6219761,3163000529,6.63672007,54390,93.6
Tonga,East Asia & Pacific,2009,103416,321303416.1,4.66848316,720,17.2
Trinidad and Tobago,Latin America & Caribbean,2009,1321624,19175196446,6.47087206,5130,24.3
Tunisia,Middle East & North Africa,2009,10439600,43454935940,6.18404687,155360,18.3
Turkey,Europe & Central Asia,2009,71261307,615e9,6.07952123,769630,20.6
Turkmenistan,Europe & Central Asia,2009,4978960,20214385965,1.88168599,469930,61.9
Turks and Caicos Islands,Latin America & Caribbean,2009,30247,NA,NA,950,NA
Tuvalu,East Asia & Pacific,2009,9808,27101076.28,12.8212381,30,32.6
Uganda,Sub-Saharan Africa,2009,32067125,17878178831,8.42938791,199810,80.1
Ukraine,Europe & Central Asia,2009,46053300,117e9,7.79946242,579320,12.3
United Arab Emirates,Middle East & North Africa,2009,7705423,254e9,4.04992386,83600,8.8
United Kingdom,Europe & Central Asia,2009,62276270,231e10,9.80995593,241930,5.4
United States,North America,2009,306771529,144e11,16.99914257,9147420,7.5
Uruguay,Latin America & Caribbean,2009,3362761,31660911279,8.78469846,175020,12.7
Uzbekistan,Europe & Central Asia,2009,27767400,32816828373,6.31487791,425400,47.6
Vanuatu,East Asia & Pacific,2009,230782,610066628.7,3.90267183,12190,28.4
"Venezuela, RB",Latin America & Caribbean,2009,28558607,329e9,5.81361503,882050,16.8
Vietnam,East Asia & Pacific,2009,86025e3,106e9,6.0398131,310070,25.5
Virgin Islands (U.S.),Latin America & Caribbean,2009,106707,NA,NA,350,NA
West Bank and Gaza,Middle East & North Africa,2009,3702218,72682e5,NA,6020,24.2
"Yemen, Rep.",Middle East & North Africa,2009,22954226,28459501430,5.31633725,527970,57.6
Zambia,Sub-Saharan Africa,2009,13507849,15328342304,4.72867894,743390,87.4
Zimbabwe,Sub-Saharan Africa,2009,13720997,8157077400,6.25858308,386850,92.9
Afghanistan,South Asia,2010,27962207,15936800636,9.19772273,652860,105
Albania,Europe & Central Asia,2010,2913021,11926953259,5.33503501,27400,16.6
Algeria,Middle East & North Africa,2010,36036159,161e9,5.11715468,2381740,27.3
American Samoa,East Asia & Pacific,2010,55636,NA,NA,200,NA
Andorra,Europe & Central Asia,2010,84419,3346317329,7.99926652,470,3.3
Angola,Sub-Saharan Africa,2010,21219954,82470913121,3.39114609,1246700,182.5
Antigua and Barbuda,Latin America & Caribbean,2010,87233,1135539037,5.6285144,440,9.9
Argentina,Latin America & Caribbean,2010,41222875,462e9,6.55015616,2736690,14.6
Armenia,Europe & Central Asia,2010,2963496,9260284938,4.56226302,28470,18
Aruba,Latin America & Caribbean,2010,101597,2467703911,NA,180,NA
Australia,East Asia & Pacific,2010,22031750,114e10,9.01527191,7682300,4.8
Austria,Europe & Central Asia,2010,8363404,39e10,11.16524816,82561,4.4
Azerbaijan,Europe & Central Asia,2010,9054332,52902703376,5.3336001,82656,39
"Bahamas, The",Latin America & Caribbean,2010,360830,790958e4,7.43658423,10010,13.9
Bahrain,Middle East & North Africa,2010,1261319,25713271277,3.63764959,762,8.3
Bangladesh,South Asia,2010,151616777,115e9,3.06355993,130170,49.6
Barbados,Latin America & Caribbean,2010,279566,44455e5,6.16899137,430,14.7
Belarus,Europe & Central Asia,2010,949e4,55220932614,5.55420409,202900,6.1
Belgium,Europe & Central Asia,2010,10895586,484e9,10.16564067,30280,4.5
Belize,Latin America & Caribbean,2010,321609,1397113450,5.84584806,22810,19
Benin,Sub-Saharan Africa,2010,9509798,6970240895,4.94824039,112760,111.6
Bermuda,North America,2010,65124,5744414e3,NA,50,NA
Bhutan,South Asia,2010,720246,1585472534,5.17176159,38117,42.3
Bolivia,Latin America & Caribbean,2010,9918245,19649631308,5.44301385,1083300,47
Bosnia and Herzegovina,Europe & Central Asia,2010,3835258,17163117551,9.57831611,51200,7.4
Botswana,Sub-Saharan Africa,2010,2047831,12786662035,5.64265217,566730,53.5
Brazil,Latin America & Caribbean,2010,198614208,221e10,8.26736921,8358140,16.6
British Virgin Islands,Latin America & Caribbean,2010,27223,NA,NA,150,NA
Brunei Darussalam,East Asia & Pacific,2010,393302,12370616062,2.73321659,5270,9.3
Bulgaria,Europe & Central Asia,2010,7395599,49939168133,7.24456053,108560,13
Burkina Faso,Sub-Saharan Africa,2010,15632066,8979966766,7.17005016,273600,113.5
Burundi,Sub-Saharan Africa,2010,9461117,2026864469,8.82066864,25680,98.8
Cabo Verde,Sub-Saharan Africa,2010,490379,1664310770,4.8314955,4030,27.8
Cambodia,East Asia & Pacific,2010,14363586,11242275199,5.95280478,176520,43.1
Cameroon,Sub-Saharan Africa,2010,20590666,23622483984,5.28483734,472710,104.8
Canada,North America,2010,34005274,161e10,11.20113293,9093510,5.6
Cayman Islands,Latin America & Caribbean,2010,55509,NA,NA,240,NA
Central African Republic,Sub-Saharan Africa,2010,4444973,1986014846,3.89743425,622980,150.2
Chad,Sub-Saharan Africa,2010,11896380,10657705072,2.94877337,1259200,160.1
Channel Islands,Europe & Central Asia,2010,159583,NA,NA,190,NA
Chile,Latin America & Caribbean,2010,17015048,218e9,6.96860594,743532,8.8
China,East Asia & Pacific,2010,1337705e3,604e10,4.88633979,9388211,15.7
Colombia,Latin America & Caribbean,2010,45918101,287e9,6.75752454,1109500,18.5
Comoros,Sub-Saharan Africa,2010,698695,516962886.8,5.82480352,1861,86
"Congo, Dem. Rep.",Sub-Saharan Africa,2010,65938712,20523285374,4.04297925,2267050,116.1
"Congo, Rep.",Sub-Saharan Africa,2010,4066078,12007880590,2.29284845,341500,60.6
Costa Rica,Latin America & Caribbean,2010,4545273,36298327620,9.65747228,51060,10.2
Cote d'Ivoire,Sub-Saharan Africa,2010,20131707,24884505035,6.32384065,318e3,109.1
Croatia,Europe & Central Asia,2010,4417781,59680624422,8.24785313,55960,5.4
Cuba,Latin America & Caribbean,2010,11308133,643282e5,10.19428176,106440,6.1
Cyprus,Europe & Central Asia,2010,1103685,25247424011,7.2339653,9240,3.6
Czech Republic,Europe & Central Asia,2010,10474410,207e9,7.4318989,77240,4.1
Denmark,Europe & Central Asia,2010,5547683,32e10,11.08183797,42430,4
Djibouti,Middle East & North Africa,2010,830802,1128611700,8.84146484,23180,76.1
Dominica,Latin America & Caribbean,2010,71167,493703703.7,5.71976867,750,18.8
Dominican Republic,Latin America & Caribbean,2010,9897983,53864484468,4.06246968,48320,33.8
Ecuador,Latin America & Caribbean,2010,14934692,69555367e3,5.9021487,248360,25.2
"Egypt, Arab Rep.",Middle East & North Africa,2010,82040994,219e9,4.79725822,995450,29
El Salvador,Latin America & Caribbean,2010,6038306,214183e5,6.912477,20720,20
Equatorial Guinea,Sub-Saharan Africa,2010,728710,12709498548,3.83919384,28050,110.9
Eritrea,Sub-Saharan Africa,2010,4689664,2117039512,3.24031896,101e3,55.6
Estonia,Europe & Central Asia,2010,1331475,19494662252,6.24878186,42390,4.6
Ethiopia,Sub-Saharan Africa,2010,87561814,29933790334,6.86140983,1e6,75.7
Faroe Islands,Europe & Central Asia,2010,48567,2301178416,NA,1396,NA
Fiji,East Asia & Pacific,2010,859952,3140508836,4.22789631,18270,23.9
Finland,Europe & Central Asia,2010,5363352,248e9,9.0454216,303900,3
France,Europe & Central Asia,2010,65027512,265e10,11.19721933,547557,4.3
French Polynesia,East Asia & Pacific,2010,268065,NA,NA,3660,NA
Gabon,Sub-Saharan Africa,2010,1541936,14358584300,3.4057095,257670,63.3
"Gambia, The",Sub-Saharan Africa,2010,1693002,952429030.4,5.75051063,10120,81.4
Georgia,Europe & Central Asia,2010,3926e3,11638536891,10.05158367,69490,16.6
Germany,Europe & Central Asia,2010,81776930,342e10,11.25156004,348570,4.2
Ghana,Sub-Saharan Africa,2010,24317734,32174772956,5.33452117,227540,74.7
Gibraltar,Europe & Central Asia,2010,30732,NA,NA,10,NA
Greece,Europe & Central Asia,2010,11121341,299e9,9.18486746,128900,4.7
Greenland,Europe & Central Asia,2010,56905,2287220565,NA,410450,NA
Grenada,Latin America & Caribbean,2010,104677,771015888.9,6.40660082,340,13.2
Guam,East Asia & Pacific,2010,159440,NA,NA,540,NA
Guatemala,Latin America & Caribbean,2010,14732261,41338008617,6.63841729,107160,34.5
Guinea,Sub-Saharan Africa,2010,11012406,4735956493,4.54713891,245720,111.9
Guinea-Bissau,Sub-Saharan Africa,2010,1634196,847491366.9,6.69821693,28120,115.9
Guyana,Latin America & Caribbean,2010,753362,2259288396,6.60294394,196850,41.5
Haiti,Latin America & Caribbean,2010,9999617,6622541529,8.09463583,27560,208.8
Honduras,Latin America & Caribbean,2010,7503875,15839344592,8.4510228,111890,24.4
"Hong Kong SAR, China",East Asia & Pacific,2010,7024200,229e9,NA,1050,NA
Hungary,Europe & Central Asia,2010,10000023,13e10,7.85048555,90530,6.6
Iceland,Europe & Central Asia,2010,318041,13236887873,8.85548842,100250,2.4
India,South Asia,2010,1230984504,171e10,4.27967981,2973190,59.9
Indonesia,East Asia & Pacific,2010,241613126,755e9,2.7406754,1811570,33.1
"Iran, Islamic Rep.",Middle East & North Africa,2010,74253373,468e9,8.01924969,1628550,19.2
Iraq,Middle East & North Africa,2010,30868156,139e9,3.82046695,434320,36.6
Ireland,Europe & Central Asia,2010,4560155,22e10,8.76096475,68890,4.2
Isle of Man,Europe & Central Asia,2010,84327,5420291955,NA,570,NA
Israel,Middle East & North Africa,2010,7623600,234e9,7.35697387,21640,4.6
Italy,Europe & Central Asia,2010,59277417,213e10,9.41991203,294140,4
Jamaica,Latin America & Caribbean,2010,2690824,13190512703,5.29687787,10830,18.1
Japan,East Asia & Pacific,2010,12807e4,55e11,9.57849715,364550,3.2
Jordan,Middle East & North Africa,2010,6517912,26425379437,8.4176322,88780,20.8
Kazakhstan,Europe & Central Asia,2010,16321581,148e9,4.42042194,2699700,21.6
Kenya,Sub-Saharan Africa,2010,40328313,39999659234,3.97371597,569140,62.1
Kiribati,East Asia & Pacific,2010,102648,150431113.6,10.51872977,810,62.9
"Korea, Dem. People<92>s Rep.",East Asia & Pacific,2010,24500506,NA,NA,120410,31.3
"Korea, Rep.",East Asia & Pacific,2010,49410366,109e10,6.79430738,97230,4.1
Kosovo,Europe & Central Asia,2010,1775680,5829933775,NA,10887,NA
Kuwait,Middle East & North Africa,2010,3059473,115e9,2.7596631,17820,10.8
Kyrgyz Republic,Europe & Central Asia,2010,5447900,4794357795,6.65733621,191800,30
Lao PDR,East Asia & Pacific,2010,6260544,7181441140,2.74584753,230800,79.7
Latvia,Europe & Central Asia,2010,2097555,23743309486,6.55480303,62240,9.4
Lebanon,Middle East & North Africa,2010,4337156,38009950249,7.19133602,10230,10.1
Lesotho,Sub-Saharan Africa,2010,2010586,2187482926,10.87000705,30360,100.7
Liberia,Sub-Saharan Africa,2010,3957990,1292697100,11.86712183,96320,89.3
Libya,Middle East & North Africa,2010,6265697,74773444901,3.05255664,1759540,16.6
Liechtenstein,Europe & Central Asia,2010,36276,5082338965,NA,160,NA
Lithuania,Europe & Central Asia,2010,3097282,37132564255,7.09033823,62675,6.7
Luxembourg,Europe & Central Asia,2010,506953,52351655629,7.68088676,2590,2.4
"Macao SAR, China",East Asia & Pacific,2010,534626,28123640999,NA,29.7,NA
"Macedonia, FYR",Europe & Central Asia,2010,2062443,9407168702,6.83334032,25220,9.9
Madagascar,Sub-Saharan Africa,2010,21079532,8729936136,4.86435014,581540,60.3
Malawi,Sub-Saharan Africa,2010,14769824,6959655571,10.04536369,94280,90.9
Malaysia,East Asia & Pacific,2010,28119500,255e9,3.99044068,328550,8
Maldives,South Asia,2010,367e3,2323401758,7.92926355,300,13
Mali,Sub-Saharan Africa,2010,15167286,10678749467,6.35206417,1220190,136.6
Malta,Middle East & North Africa,2010,414508,8163355021,8.29921427,320,6.7
Marshall Islands,East Asia & Pacific,2010,52428,163803078.3,17.3351136,180,39.1
Mauritania,Sub-Saharan Africa,2010,3591400,4337791531,3.27934195,1030700,97.8
Mauritius,Sub-Saharan Africa,2010,1250400,9718233911,5.28526703,2030,15.2
Mexico,Latin America & Caribbean,2010,118617542,105e10,6.39444283,1943950,16.8
"Micronesia, Fed. Sts.",East Asia & Pacific,2010,103619,294117200,13.83044533,700,40.7
Moldova,Europe & Central Asia,2010,3562045,5811604052,12.08179732,32850,17.2
Monaco,Europe & Central Asia,2010,36845,5350674803,4.40020002,2,4
Mongolia,East Asia & Pacific,2010,2712657,7189482030,4.69693758,1553560,30
Montenegro,Europe & Central Asia,2010,619428,4139192053,6.90181545,13450,6.8
Morocco,Middle East & North Africa,2010,32107739,93216746662,5.85885463,446300,33.1
Mozambique,Sub-Saharan Africa,2010,24321457,10154238250,5.3803234,786380,102.8
Myanmar,East Asia & Pacific,2010,51733013,NA,1.92028227,653260,59.3
